beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
664,Oceanside,Oceanside to Encinitas,San Diego County,"California, South",33.1922,-117.386,America/Los_Angeles,"Although the butt of San Diego County rests on the most heavily crossed border in the world, many San Diegans have long considered their frontline to be Camp Pendleton in the north. This line of defense isn't held against any third-world nation, but a first. The 17 miles of softly trodden coast between Trestles -- which is technically just inside the San Diego county line -- and Oceanside is said to be the only break in the string of stucco strip malls and planned communities that would someday have stretched from Oxnard to Tijuana. Whether an actual, or just emotional, defense, these miles of coast are imagined to have held the garishness of Orange and L.A. counties at bay.Oceanside, the northernmost coastal city in San Diego County, has carried the weight of Camp Pendleton for almost a century. Its main drag caters to hot-rodding Marines and inland tourists. There are car dealerships, motorcycle dealerships, watercraft dealerships, head shops, $5 barbershop specials, a bowling alley and a Dairy Queen. Add to this a mixed civilian population and you get a beach town as interesting as its surf is consistent. Many of its attributes would be foreboding of the region's character if it weren't for Oceanside's enduring, podunk charm. And, despite its burdens and reputation as a rough town, Oceanside is easily one of the most livable surf communities in the county.Although sandbars move and shift along this stretch continually, there are consistent breaks on the north end at the harbor's north and south jetties, and on both sides of the pier. These spots will most often have a crew of surfers on them, but, on better days, the peaks up and down the beach will be just as good. Oceanside is angled to receive southwest swells more readily than the beaches of central San Diego County, and, during southwest swells, it attracts surfers from all parts of SD. From the Interstate 5, take Mission Avenue west until you run into the beach. Take Pacific Street north to the harbor, or south for plenty of parking and easy access to the pier.",All Abilities,Beginner to advanced,Doable,Proud but tolerant.,Moderate,Medium.,Fun,"Punchy little beachbreak most days, can get exceptional on a good combo or tropical swell.",Medium,"Pretty average most days, but can be brutal on a strong south or northwest swell with current.",Fair,"Not great, toxic after a big rain.","Low tide suck-outs, rain runoff, bad longshore currents.","Exit Oceanside Harbor off the I5, cruise west to the beach.","Shortboard, fish, funboard, longboard, bodyboard, skimming, bodysurfing","Sand, pier",January-December
665,Newport Beach,Orange County - North,Orange County,"California, South",33.6194,-117.943,America/Los_Angeles,,,,,,,,,,,,,,,,,,
666,Carmel Beach,Monterey County,Central California,"California, Central",36.5548,-121.932,America/Los_Angeles,"One of the prettiest beaches in the world. The sand at Carmel Beach is fine and white and squeaky clean, and sometimes the surf is, too. There are peaks all along this half-mile beach, which change constantly and are best from October to July. The spots are 4th Street, 8th Street and 11th Street. The water is electric blue. Carmel Beach is hit or miss. The kelp and cove protect it from winds, so it can be offshore when everywhere else is blown out. Every now and then, there are serious tubes to be had. It's all just a matter of looking.",Intermediate - advanced,Intermediate-Advanced,Doable,A little vibey.,Moderate,"Can get crowded when it's good, but there's a lot of room.",Fun,Good.,Medium,"Depends on size but generally a lot of paddling, especially when overhead.",Clean,Clean.,Getting hit by the heavy shorepound.,"Easy, parking at the end of Ocean Avenue, if you can get a spot. Good luck if it's a weekend or holiday.",Shortboard,Sand. Very pretty sand. Some rocks.,October-July
667,Brandon Bay,County Kerry,Ireland,UK + Ireland,52.2987,-10.0403,Europe/Dublin,A huge strand. Popular with wind and kitesurfers because it is reliably windy and the scale of the beach is so large. Peaks vary with swell and tide.,Beginner - intermediate,Suits all skill levels except advanced.,Welcoming,Very friendly.,Mellow,Lucky to surf with someone here. Never surf alone.,Fun,Fun long shapely lines if your timing is right.,Medium,Can be a lot of water moving. Rips.,Clean,Very clean.,"Rips, especially when bigger.",Park near the part of the beach you want to surf and use trail to walk over dunes.,"Shortboard, funboard, longboard, fish",Sand.,"Autumn, Spring."
668,Cuyagua,Caracas,Venezuela,"Venezuela, Trindad + Tobago",10.4976,-67.6869,America/Caracas,,,,,,,,,,,,,,,,,,
669,Tavarua - Cloudbreak,Mamanucas and Viti Levu,Fiji,"Fiji, Samoa + Tonga",-17.8869,177.1855,Pacific/Tarawa,"Sitting a mile south of Tavarua, the world-class lefthander named Cloudbreak is actually the eastern edge of an expansive, shallow coral reef pass that receives the undiminished force of Southern Hemisphere swells. Surfers with little travel experience should note that outer-reef waves like Cloudbreak travel much faster than their continental-land-mass counterparts, and if you don't concentrate on getting to your feet quickly, chances are that you will find yourself picking coral from your back.Despite what you may have heard, Cloudbreak can be relatively sectiony, and the lineup involves a large playing field. The swell sweeping toward the reef generally focuses on one of three general areas: the Point (aka The Top), the Middle, and the Inside (aka Shish Kabobs). Because the introductory perspective to Cloudbreak is from a boat in the channel, guests often assume that the inside is the best and safest place to park oneself because of its proximity to deeper water. The truth is that although the inside section can offer some nice tubes and can be a faster escape route to the channel, it's actually the Point and the Middle that have the more forgiving, rippable waves. The inside section is known as Shish Kabobs for a reason: a standard visitor's tax is paid in flesh to the sharp, skewer-like reef that lies just below the surface.Even for the experienced surfer, sizable Cloudbreak can represent a significantly intimidating experience. Thick, fast-moving lefts can hit different parts of the reef at a number of different angles, and it can often be a difficult task figuring out where to be to catch the best waves. Once you get it wired, a good session at Cloudbreak is nothing short of a complete barrel-fest. On fairly rare occasions, large, clean long-interval swells turn Cloudbreak into an astonishing one-section wave that breaks on a part of the reef known affectionately as the Ledge (actually the outside of the inside). If you're lucky enough to surf or simply watch this magnificent leviathan, you've witnessed one of the great wonders of the world.",Advanced,Advanced ,Welcoming,"Unlike the rest of the world, Tavarua has a highly encouraged system of wave sharing. Catch a wave, go back to the end of the line.",Heavy,"It can get packed, but if the swell gets over head-high, crowds will be the last thing on your mind.",Perfect,It's one of the best waves on the planet.,Medium,"Medium, although can be heavy on big days and if you do a 'tower tour' after a wash through set.",Clean,Clean,"Rare cases of Dengue fever, and frequent cases of reef rash.",Short boat ride from the island or a very long paddle ... you choose.,"Shortboard, gun",Coral reef.,"Essentially, year-round, but the best window is between February and October."
670,Daytona Beach,Flagler and Volusia Counties,Florida - East Coast,Florida,29.2269,-81.0044,America/New_York,"Continuing south, we get to the opposite of Flagler and Ormond Beach's laid-back atmosphere: Daytona Beach, home to the Daytona 500, Bike Week, spring break and about every other high-speed drunken tourist attraction in the state. Needless to say, Daytona Beach can be an extreme zoo, and if you go there during one of the aforementioned festivals, between February and April, you may be in for a shock. Sometimes, traffic will stand still for hours. During these times, take I-95 and avoid Daytona altogether. In fact, some of the surf shops even close down because the bikers and spring breakers in this crowd don't surf, and they bring all foot traffic to a halt. Call one of the surf shops, because they known when it's coming.Keep heading south and you'll see the Main Street Pier -- Daytona's go-to spot. The north side is called Pier Bowls and works best on southeast and east swells, when it can get hollow with long rights. On the other side of the pier is where you want to be on south swells; it can get mechanical and occasionally hollow when the right elements come together. The vibe isn't too bad at the pier, even with the crowd. You can also watch people bungee jump from the lineup -- welcome to Daytona.",All Abilities,All levels for the most part.,Welcoming,Not bad in the water.,Moderate,Can be very crowded at some spots but it is wide open overall.,Fun,Average overall with various spots up and down the coast. This is a great area for newer and beginning level surfers to get some reps.,Medium,Easy on the average day but paddling can be a challenging on bigger swells.,Fair,Can get a little dirty at times.,"Drunken tourists, cops, crowds and errant bungee jumpers.",Plenty of parking available at the various spots.,"Shortboard, funboard, longboard, fish, skimming",Sand,"Fall-Spring, Hurricane"
671,Kailua,Oahu South Shore,Oahu,Hawaii,21.41,-157.74,Pacific/Honolulu,,,,,,,,,,,,,,,,,,
672,Folly Beach Pier,South Carolina - South,South Carolina,South Carolina + Georgia,32.652,-79.9379,America/New_York,"On average, the waves at Folly Beach Pier are considerably less powerful than whatever’s on tap at the Washout, but probably a bit more powerful than most other South Carolina beachbreaks. Big (but not too big) NE swells will often produce long, occasionally barreling lefts off the south side of the pier. Folly Beach Pier won’t really hold much more than a foot overhead.",Beginner - intermediate,"The more naive you are, the more fun you will have.",Doable,The line between southern hospitality and local entitlement gets thinner the closer you get to the pier.,Moderate,Accommodates shredders and cruisers alike — just not all at once.,Fun,Even the worst spot in Folly Beach is still better than the best spot anywhere else in South Carolina.,Light,Too easy — hug the pier for a dry-hair paddle-out.,Fair,"Between stormwater runoff, jet-ski traffic and pier goop, it can get pretty nasty. However, this spot historically passed water quality tests at least 95% of the time.","Sharks, jellyfish, angry fishermen.",Convenient but limited parking for a fee.,"Shortboard, fish, funboard, longboard",Sand.,September-December
673,Hustadvika,Southern Norway,Southern Norway,Norway,62.9841,7.1528,Europe/Oslo,,,,,,,,,,,,,,,,,,
674,Unstad Beach,Lofoten,Lofoten,Norway,68.2695,13.581,Europe/Oslo,"Unstad has a long surfing tradition. The lead in many cold water surf films, the waves here really have star quality. Out front is the beach, where shifty peaks can offer fun, beginner-friendly, rolling waves, or fast hollow reelers. On the northern fringe is Unstad Right, a high quality, fast, hollow reef that can produce world class waves. Best low to mid tide. On the southern edge of the bay is Unstad Left, a long, fast, hollow point breaking over rocks. Further outside is the Garbage Dump, that can wake in a really sizable swell, producing big, powerful, left hand walls breaking over and in front of rocks - for advanced surfers only.",All Abilities,Popular with beginners in the summer. Beach is usually beginner friendly; reefs and points best left to experienced surfers.,Welcoming,Friendly and chilled.,Mellow,"A real destination spot, popular in summer.",Fun,Flexible spot with a fun beach and world class reefs.,Medium,Gets rippy as size picks up.,Clean,Clean,"Remote breaks which can be powerful, shallow, rocky and rippy. Cold in the winter.","Parking overlooking the right, and at the southern end of the bay overlooking the beach.","Shortboard, funboard, fish, longboard, bodyboard",Sandy beach with rocky reefs,Works all year round - best September - November
